cname,year,bti_ci,bti_seb,bti_si,bti_sop,bti_rol,bti_pp,bti_pdi,bti_ij,bti_foe,bti_ffe,bti_eo,bti_csp,bti_cr,bti_aar,ccodealp
Venezuela,2013,5.0,6.0,9.0,3.0,3.25,4.25,3.0,2.0,4.0,6.0,7.0,3.0,5.0,5.0,VEN
Venezuela,2015,6.0,6.0,9.0,3.0,2.75,4.0,3.0,2.0,4.0,6.0,7.0,3.0,4.0,4.0,VEN
Venezuela,2017,6.0,4.0,9.0,2.0,2.5,3.75,3.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,VEN
Venezuela,2019,8.0,3.0,9.0,2.0,1.75,2.5,2.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,VEN
Yemen,2005,6.0,1.0,8.0,3.0,3.75,4.5,2.0,4.0,5.0,5.0,2.0,4.0,5.0,6.0,YEM
Yemen,2007,5.0,1.0,8.0,4.0,4.0,3.75,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,YEM
Yemen,2009,6.0,2.0,8.0,4.0,4.0,4.25,2.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,YEM
Yemen,2011,7.0,2.0,6.0,4.0,4.0,3.75,2.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,YEM
Yemen,2013,9.0,1.0,4.0,3.0,3.25,4.25,2.0,4.0,4.0,4.0,3.0,5.0,3.0,7.0,YEM
Yemen,2015,9.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,YEM
Yemen,2017,10.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,YEM
Yemen,2019,10.0,1.0,2.0,1.0,1.25,1.25,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,YEM
Zambia,2005,1.0,3.0,9.0,7.0,6.5,6.25,6.0,5.0,6.0,6.0,4.0,4.0,8.0,9.0,ZMB
Zambia,2007,3.0,2.0,9.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,ZMB
Zambia,2009,3.0,3.0,9.0,7.0,6.25,7.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,ZMB
Zambia,2011,3.0,3.0,9.0,7.0,6.0,7.25,6.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,ZMB
Zambia,2013,4.0,3.0,8.0,6.0,5.5,7.0,6.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,ZMB
Zambia,2015,4.0,3.0,8.0,6.0,5.25,6.75,6.0,6.0,6.0,8.0,5.0,6.0,5.0,5.0,ZMB
Zambia,2017,4.0,3.0,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,ZMB
Zambia,2019,4.0,3.0,8.0,4.0,4.25,5.5,6.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,ZMB
